	healthy	nbl
0	0.09873056045403455	0.9081442829097442
1	0.08800443037844849	0.9255389431182761
2	0.9284293208521402	0.4449608139718706
3	0.23551713644383515	0.886846890032892
4	0.8956779520374404	0.09437424063521133
5	0.09647383042170066	0.9699038471720549
6	0.13755220506821567	0.9059355168922741
7	0.10580324139040206	0.7288587693090819
8	0.3093946076849099	0.9414331180626015
9	0.20382101610824815	0.969980063202757
10	0.4448015985244146	0.9795004868675635
11	0.04394121438437376	0.5747323928851346
12	0.002253545268005067	0.880102064990277
13	0.11825298180994359	0.9630022049096293
14	0.10702454642622536	0.9115409481729911
15	0.05986320571170986	0.9667403488844456
16	0.07859560644346494	0.9519722243461369
17	0.2005926660296528	0.9598165889847403
18	0.0561998637232265	0.973792818414105
19	0.039220836162025936	0.7949330674693621
20	0.02864154490419621	0.9165414625751055
21	0.06725039885369304	0.9061636302159671
22	0.08662949977015336	0.9292826040588271
23	0.14509194873929473	0.9851084244855262
24	0.11495702545450173	0.9116700292906245
25	0.0037288645243071404	0.9315306986079124
26	0.034147713587091795	0.888403091837409
27	0.08890382018522423	0.9729326251134265
28	0.0020042309029056514	0.8869088199632534
29	0.23753868314864776	0.9235313225734754
30	0.35467992976820967	0.9437848748595796
31	0.06589103092247364	0.9759349632340737
32	0.18990863450038478	0.9693557590915409
33	0.10250163720872886	0.9471354932651445
34	0.00400246263083625	0.8783622360959135
35	0.04313459967210772	0.9266298220103643
36	0.18082382234326266	0.9762524779179138
37	0.09171780657007597	0.9815160742383915
38	0.22844527296802322	0.9756551333511602
39	0.18666648950816653	0.9514713318533781
40	0.08706320550565817	0.9149689377009449
41	0.047691731917688926	0.9007158007942184
42	0.008652584624941896	0.08350314754917296
43	0.6243480499755224	0.9732571417059541
44	0.17106494624160898	0.011468031391798425
45	0.961435337989479	0.07824426921609147
46	0.7452243848558566	0.9461870640270714
47	0.12483106396970241	0.9414726663973823
48	0.3845411020440457	0.9802492897703411
49	0.1812527007316987	0.9795914996297946
50	0.1189678134517107	0.9705529503677989
51	0.0736986831052434	0.9238734150034144
52	0.005863005969831766	0.7791954382636226
53	0.7133763303787444	0.9534916069452256
54	0.004186400476225782	0.8673154087350314
55	0.01032485691821714	0.9216276735682001
56	0.9239268212301337	0.01893900060715778
57	0.19650308384145088	0.9803153752924099
58	0.48958218512001755	0.963615729817378
59	0.041418842212059714	0.9416197897408691
60	0.05994758453985737	0.9596276667621992
61	0.7320485052535366	0.027230231482781878
62	0.9520053486278647	0.06170507451830986
63	0.8929220973382066	0.07996449602781829
64	0.001707075464435545	0.16200005449934257
65	0.005230912083446427	0.9515052101636247
66	0.03516241033049098	0.9014320605323434
67	0.17658485262195936	0.9025198967671036
68	0.03772264926152828	0.8472286508551053
69	0.37967868351297895	0.9597741972264191
70	0.18486968807206083	0.9613632706067105
71	0.07362467720608222	0.9344461722436105
72	0.01651883761713173	0.8743682161129911
73	0.9557189414462168	0.6455551473673903
74	0.11411425550821193	0.8812226266795504
75	0.012345413117751756	0.4172850882256495
76	0.9148085440590371	0.12854475914728808
77	0.0038109814735257726	0.8570938785763448
78	0.7896400041176503	0.019814804360193745
79	0.9195687615845018	0.0839583729074732
80	0.26063961561929055	0.9268663824736987
81	0.20635120091892004	0.9539730854629662
82	0.024564546410562556	0.9661174575265921
83	0.24850408452849784	0.8994962562946778
84	0.9313732278261443	0.04835033227836476
85	0.0026550305757564057	0.8762732285628413
86	0.9249661894089269	0.10904604958782385
87	0.4875422067472303	0.010659391220775086
88	0.8595905972134829	0.10330478130573313
89	0.7631549728891084	0.038244271875517516
90	0.8648020807726838	0.12869607273543726
91	0.04113541719665982	0.8709610540583727
92	0.017529232395862262	0.887296467823841
93	0.17906407403009006	0.9565132526818408
94	0.4154068109574286	0.9709347768245568
95	0.8626021283036969	0.9798144818076541
96	0.4339939950929707	0.016304615934587166
97	0.6181080424584124	0.9615385611896257
98	0.14516768517489043	0.9617717945947134
99	0.05652449769873879	0.9633300877809267
100	0.9218251683587637	0.05199096063607752
101	0.0964732256127545	0.8998840769380887
102	0.11567000990076723	0.8481011423509364
103	0.10021145070900087	0.822249476418559
104	0.14004386401398694	0.9306619789771053
105	0.0030164363847678933	0.947957320546189
106	0.8474314541872223	0.08608531447409622
107	0.5930663473834615	0.04028430991286471
108	0.0982737420194919	0.9667236505065276
109	0.04696829316454856	0.9587737299830746
110	0.40209403214821776	0.9663472500019754
111	0.044462526832290544	0.6168542819785733
112	0.12022191802869632	0.9824684771108991
113	0.07597756557703329	0.8677192704094328
114	0.3003865935350163	0.8944943470013701
115	0.9301807668191253	0.10706117896149644
116	0.44363707886326426	0.9791111136315926
117	0.3971907008728688	0.9511495032826729
118	0.10161031607903244	0.9532943911493043
119	0.9401321043973011	0.42634442272549056
120	0.022642163193316068	0.9406391578401568
121	0.08302874153151565	0.9809393369623217
122	0.09211547889789994	0.9709165525438029
123	0.7671754650865322	0.023346163753185677
124	0.9141248298881997	0.02677145526452824
125	0.011007881192659025	0.8654558902761146
126	0.007974380942111583	0.8910556898683306
127	0.8064294598744771	0.10964923330930647
128	0.07734497653527969	0.5047659719887245
129	0.016676657188966305	0.9494263600715086
130	0.0916315669093073	0.951782511220462
131	0.2377360394844486	0.9790150864899373
132	0.16629928999921795	0.9800188432397404
133	0.3071455972292052	0.9770160789141139
134	0.19904022406398397	0.975272402323707
135	0.8618117422448035	0.01409659548599978
136	0.9564362233665589	0.08464655538322483
137	0.22685465915652736	0.971256546616654
138	0.5531029778705041	0.9468562007569516
139	0.1643114676708803	0.9716573842496005
140	0.5372181002077449	0.9728584931123208
141	0.06468319728217507	0.9647585918601953
142	0.12443787858524522	0.978887129065453
143	0.8782280002171696	0.06635868193359035
144	0.5539101906477645	0.9725667572704361
145	0.3596018688047999	0.9802340867853188
146	0.3813567926449666	0.9794103026452913
147	0.9357208107992039	0.027726575461172548
148	0.07717857463415714	0.9057182769156281
149	0.14104115693502242	0.9586671850594338
150	0.3129787303891366	0.9615680387096334
151	0.3142879970293209	0.9608860971696322
152	0.583171366779219	0.026667500789967193
153	0.17417479805270245	0.9080826049351138
154	0.002519368759164773	0.161042427682744
155	0.009020586764583876	0.060866999670703754
156	0.07114636416900459	0.8843761940281544
157	0.19102170930536908	0.9495812599532882
158	0.18317223287491632	0.9560181143268185
159	0.03371859022265916	0.35767931792178054
160	0.11261426641397401	0.9271000520610914
161	0.06413720339868278	0.978882797863262
162	0.34252421301991165	0.9646169056901039
163	0.43747561921987593	0.9663176132584066
164	0.7595087513314972	0.9803618801180567
165	0.1583098783649245	0.8876642301310383
166	0.12600651619828204	0.8628785763885448
167	0.1916380579541542	0.9610402873867319
168	0.08739936497781904	0.9421466633220714
169	0.15486659544629544	0.9912658992959547
170	0.7236775903673843	0.03186401639959559
171	0.8553335264433123	0.5567400690792853
172	0.4144179908712992	0.024118634964289603
173	0.9458018701842127	0.3414576662983169
174	0.1909439181444325	0.9499177532915758
175	0.3375128348206056	0.9837767202714695
176	0.3282815886646552	0.9816029495348033
177	0.07654563341338311	0.9640978105208077
178	0.03453450137124167	0.9337334353292676
179	0.0020002583431799983	0.8806452737072364
180	0.09902089607403744	0.9509712757206846
181	0.7126341894165139	0.12169183740409598
182	0.2890851859778233	0.974642369022864
183	0.003570067647467669	0.8880205353604783
184	0.9163000368564697	0.07717681622880616
185	0.044417055912467876	0.9513360973792332
186	0.19138010519524384	0.9291431414354628
187	0.09036373648321148	0.8879794509164931
188	0.07394875327306946	0.9394904112799893
189	0.08787654433535473	0.9069845965077696
190	0.8922782084352359	0.09264942229065307
191	0.7318993124221913	0.9745644163860431
192	0.2343592563723089	0.9816238972467468
193	0.01568482932706247	0.8408958679439812
194	0.003376466283350355	0.7148938677312445
195	0.26308808693464686	0.9661278361004326
196	0.23141021908037623	0.9787143305641643
197	0.15052678815110043	0.966829911919275
198	0.16040807375654706	0.9620487824224768
199	0.08474948530316896	0.9607247146394147
200	0.094644526894443	0.9230191845537891
201	0.08140843793862969	0.9596990182503288
202	0.09741691787158246	0.9502047298282217
203	0.0831350105752485	0.9081297834040954
204	0.004886966690520906	0.8304860613843482
205	0.020144923790984277	0.8670038293215395
206	0.0055023036601647545	0.9495200918549924
207	0.5509411595275826	0.9755398658985073
208	0.059904825050391165	0.9769005594435568
209	0.14208583851662845	0.9848954112734636
210	0.027854504010588896	0.8212550049688517
211	0.004023657869456078	0.9401025495224722
212	0.9279841397098906	0.07676365000816011
213	0.00815630108894854	0.8412665604860091
214	0.005138009030802242	0.930230661671252
215	0.0031939546809130613	0.1192697102877967
216	0.051039758000618385	0.9179538072846033
217	0.693992007228116	0.9683416907150257
218	0.10850491652900142	0.9246875512626251
219	0.7707973917010448	0.9511867447829132
220	0.2794717574194947	0.9717664460785816
221	0.22417146945382818	0.8751418633238399
222	0.8997397690942454	0.03726482530237587
223	0.6584966671162209	0.9722437255994314
224	0.13315172576767517	0.9662290098140559
225	0.011107333559068183	0.9166784939463388
226	0.0212931606476289	0.9788717607777565
227	0.15234041428630632	0.9559138735661822
228	0.13861637335041188	0.9308901095244113
229	0.15260789478577588	0.882978353673392
230	0.260634396146958	0.973973802975024
231	0.3344688950099082	0.9158838375081536
232	0.0036517868062497	0.9208814726607347
233	0.9340470818157879	0.09209049878331245
234	0.971862046802327	0.36097649527877396
235	0.22744532772341014	0.9758319889529943
236	0.3887920519365125	0.9837462427093695
237	0.48462839580415634	0.9548788726935725
